id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
1719,1719,kay_(65298),,,,,,,,2023-03-10 04:53:55,,,,,,,,,,
1720,1720,,,,,,,,,,,,,,,,,,,
1721,1721,,,,,,,,,,,,,,,,,,,
1722,1722,,,,,,,,,,,,,,,,,,,
1723,1723,,,,,,,,,,,,,,,,,,,
1724,1724,,,,,,,,,,,,,,,,,,,
1725,1725,,,,,,,,,,,,,,,,,,,
1726,1726,,,,,,,,,,,,,,,,,,,
1727,1727,,,,,,,,,,,,,,,,,,,
1728,1728,,,,,,,,,,,,,,,,,,,
1729,1729,kay_(65298),Anj(37711),Anj(37711),,,,,,2023-03-10 04:53:55,2023-03-10 05:20:57,2023-03-10 05:20:57,2023-03-16 07:16:31,,,,,,,
1730,1730,kay_(65298),Anj(37711),Anj(37711),,,,,,2023-03-10 04:53:55,2023-03-10 05:21:43,2023-03-10 05:21:43,2023-03-16 07:16:31,,,,,,,
1731,1731,,,,,,,,,,,,,,,,,,,
1732,1732,,,,,kay_(65298),,,,,,,,,,,,2023-03-08 08:04:21,,test
1733,1733,,,,,,,,,,,,,,,,,,,
1734,1734,,,,,,,,,,,,,,,,,,,
1735,1735,,,,,,,,,,,,,,,,,,,
1736,1736,,,,,,,,,,,,,,,,,,,
1737,1737,,,,,,,,,,,,,,,,,,,
1738,1738,,,,,,,,,,,,,,,,,,,
1739,1739,,,,,,,,,,,,,,,,,,,
1740,1740,,,,,,,,,,,,,,,,,,,
1741,1741,,,,,,,,,,,,,,,,,,,
1742,1742,,,,,,,,,,,,,,,,,,,
1743,1743,,,,,,,,,,,,,,,,,,,
1744,1744,,,,,,,,,,,,,,,,,,,
1745,1745,,,,,,,,,,,,,,,,,,,
1746,1746,,,,,,,,,,,,,,,,,,,
1747,1747,,,,,,,,,,,,,,,,,,,
1748,1748,,,,,,,,,,,,,,,,,,,
1749,1749,,,,,,,,,,,,,,,,,,,
1750,1750,,,,,,,,,,,,,,,,,,,
1755,1755,,,,,,,,,,,,,,,,,,,
1756,1756,,,,,,,,,,,,,,,,,,,
1757,1757,kay,kay,kay,kay,,,,,2023-03-07 13:54:43,2023-03-07 13:54:43,2023-03-07 13:54:43,2023-03-07 13:54:43,,2023-03-07 13:55:47,,2023-03-07 13:55:14,,,
1758,1758,,,,,,,,,,,,,,,,,,,
1759,1759,,,,,,,,,,,,,,,,,,,
1760,1760,,,,,,,,,,,,,,,,,,,
1761,1761,,,,,,,,,,,,,,,,,,,
1762,1762,,,,,,,,,,,,,,,,,,,
1763,1763,,,,,,,,,,,,,,,,,,,
1764,1764,,,,,,,,,,,,,,,,,,,
1765,1765,,,,,,,,,,,,,,,,,,,
1766,1766,,,,,,,,,,,,,,,,,,,
1767,1767,kay,kay,kay,kay,,,,,2023-03-07 13:51:55,2023-03-07 13:51:55,2023-03-07 13:51:55,2023-03-07 13:51:55,,,,2023-03-07 13:52:23,,,
1768,1768,kay_(65298),kay_(65298),,,,,,,2023-03-08 04:54:11,2023-03-08 04:54:25,,,,,,,,,
1769,1769,kay_(65298),kay_(65298),,,,,,,2023-03-08 14:53:53,2023-03-08 14:54:03,,,,,,,,,
1770,1770,,,,,,,,,,,,,,,,,,,
1771,1771,,,,,,,,,,,,,,,,,,,
1772,1772,,,,,,,,,,,,,,,,,,,
1773,1773,,,,,,,,,,,,,,,,,,,
1774,1774,,,,,,,,,,,,,,,,,,,
1775,1775,,,,,,,,,,,,,,,,,,,
1776,1776,kay_(65298),kay_(65298),,,,,,,2023-03-08 16:10:35,2023-03-08 16:10:44,,,,,,,,,
1777,1777,,,,,,,,,,,,,,,,,,,
1778,1778,,,,,,,,,,,,,,,,,,,
1779,1779,,,,,,,,,,,,,,,,,,,
1780,1780,,,,,,,,,,,,,,,,,,,
1781,1781,,,,,,,,,,,,,,,,,,,
1782,1782,ming(835),,,,,,,,2023-03-23 10:29:01,,,,,,,,,,
1783,1783,,,,,,,,,,,,,,,,,,,
1784,1784,ming(835),,,,,,,,2023-03-23 10:50:36,,,,,,,,,,
1785,1785,,,,,,,,,,,,,,,,,,,
1786,1786,ming(835),,,,,,,,2023-03-23 10:51:05,,,,,,,,,,
1787,1787,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-16 01:42:20,2023-03-16 01:43:31,2023-03-16 01:43:56,2023-03-16 06:50:53,2023-03-09 22:19:00,,,,,,
1788,1788,kay_(65298),kay_(65298),,,,,,,2023-03-10 05:36:48,2023-03-10 08:25:12,2023-03-10 08:25:12,2023-03-10 08:25:12,,2023-03-10 08:45:25,,,,,
1789,1789,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-03-10 07:41:16,2023-11-16 02:53:21,2023-11-16 02:53:21,2023-11-16 04:25:20,,,,,,,
1790,1790,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-13 08:50:39,2023-03-13 08:51:22,2023-03-16 07:06:07,2023-03-16 07:06:21,2023-02-20 16:45:00,,,,,,
1791,1791,Chris7(18082),Chris7(18082),Chris7(18082),,ming(835),,,,2023-03-13 10:08:03,2023-03-13 10:08:30,2023-03-13 10:09:15,,,,,,2023-03-13 11:55:11,,sold_out
1792,1792,,,,,,,,,,,,,,,,,,,
1793,1793,,,,,,,,,,,,,,,,,,,
1794,1794,,,,,,,,,,,,,,,,,,,
1795,1795,Kyu(5850),Kyu(5850),Kyu(5850),,,,,,2023-03-14 04:04:38,2023-03-14 04:04:58,2023-03-14 04:05:34,2023-05-09 06:06:57,,,,,,,
1796,1796,,,,,,,,,,,,,,,,,,,
1797,1797,,,,,,,,,,,,,,,,,,,
1798,1798,Kyu(5850),Kyu(5850),Kyu(5850),,,,,,2023-03-14 04:29:22,2023-03-14 04:29:51,2023-03-14 04:32:06,2023-05-09 06:06:57,,,,,,,
1799,1799,,,,,,,,,,,,,,,,,,,
1800,1800,,,,,,,,,,,,,,,,,,,
1801,1801,,,,,,,,,,,,,,,,,,,
1802,1802,Kyu(5850),Kyu(5850),Kyu(5850),,,,,,2023-03-14 04:29:22,2023-03-14 04:30:01,2023-03-14 04:33:01,2023-03-16 06:50:53,,,,,,,
1803,1803,,,,,,,,,,,,,,,,,,,
1804,1804,,,,,,,,,,,,,,,,,,,
1805,1805,,,,,,,,,,,,,,,,,,,
1806,1806,,,,,,,,,,,,,,,,,,,
1807,1807,,,,,,,,,,,,,,,,,,,
1808,1808,,,,,,,,,,,,,,,,,,,
1809,1809,,,,,,,,,,,,,,,,,,,
1810,1810,,,,,,,,,,,,,,,,,,,
1811,1811,,,,,,,,,,,,,,,,,,,
1812,1812,,,,,,,,,,,,,,,,,,,
1813,1813,,,,,,,,,,,,,,,,,,,
1814,1814,,,,,,,,,,,,,,,,,,,
1815,1815,,,,,,,,,,,,,,,,,,,
1816,1816,,,,,,,,,,,,,,,,,,,
1817,1817,,,,,,,,,,,,,,,,,,,
1818,1818,,,,,,,,,,,,,,,,,,,
1819,1819,,,,,,,,,,,,,,,,,,,
1820,1820,,,,,,,,,,,,,,,,,,,
1821,1821,,,,,,,,,,,,,,,,,,,
1822,1822,,,,,,,,,,2023-03-14 06:05:19,2023-03-14 06:05:19,2023-03-14 06:05:19,2023-03-14 06:05:19,,,,,,
1823,1823,,,,,,,,,,,,,,,,,,,
1824,1824,,,,,,,,,,,,,,,,,,,
1825,1825,,,,,,,,,,,,,,,,,,,
1826,1826,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-16 07:14:32,2023-03-16 07:15:09,2023-03-16 07:15:40,2023-03-16 07:16:31,2023-02-17 21:43:00,,,,,,
1827,1827,,,,,,,,,,,,,,,,,,,
1828,1828,,,,,,,,,,,,,,,,,,,
1829,1829,,,,,,,,,,,,,,,,,,,
1830,1830,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-16 01:42:20,2023-03-16 01:43:13,2023-03-16 01:44:20,2023-03-16 06:50:53,2023-03-03 17:41:00,,,,,,
1831,1831,,,,,,,,,,,,,,,,,,,
1832,1832,,,,,,,,,,,,,,,,,,,
1833,1833,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-27 13:33:42,2023-03-27 13:34:04,2023-03-27 13:37:09,2023-03-27 13:37:32,,,,,,,
1834,1834,,,,,,,,,,,,,,,,,,,
1835,1835,,,,,,,,,,,,,,,,,,,
1836,1836,,,,,Anj(37711),,,,,,,,,,,,2023-03-27 13:13:12,,refund
1837,1837,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-17 04:32:07,2023-03-17 04:32:32,2023-03-17 04:32:50,2023-03-17 04:33:16,,,,,,,
1838,1838,,,,,,,,,,,,,,,,,,,
1839,1839,,,,,,,,,,,,,,,,,,,
1840,1840,kay,kay,kay,,,,,,2023-03-23 01:21:34,2023-03-23 01:21:34,2023-03-23 01:21:34,2023-03-23 01:21:34,,,,,,,
1841,1841,,,,,,,,,,,,,,,,,,,
1842,1842,,,,,,,,,,,,,,,,,,,
1843,1843,chris,chris,Chris7(18082),,,,,,2023-03-23 10:05:28,2023-03-23 10:06:04,2023-03-23 10:06:26,,,,,,,,
1844,1844,,,,,,,,,,,,,,,,,,,
1845,1845,,,,,,,,,,,,,,,,,,,
1846,1846,Anj(37711),Anj(37711),Chris7(18082),,,,,,2023-03-23 10:42:25,2023-03-23 10:42:25,2023-03-23 12:01:50,,,,,,,,
1847,1847,,,,,,,,,,,,,,,,,,,
1848,1848,ming(835),,,,,,,,2023-03-23 08:29:23,,,,,,,,,,
1849,1849,ming(835),ming(835),Chris7(18082),,,,,,2023-03-23 10:43:44,2023-03-23 10:43:44,2023-03-23 12:01:50,,,,,,,,
1850,1850,,,,,,,,,,,,,,,,,,,
1851,1851,,,,,,,,,,,,,,,,,,,
1852,1852,ming(835),ming(835),ming(835),,,,,,2023-04-07 09:16:32,2023-04-07 09:16:55,2023-04-07 09:17:40,2023-04-07 09:18:14,2023-01-10 09:51:00,,,,,,
1853,1853,ming(835),ming(835),,,,,,,2023-03-23 10:44:11,2023-03-23 10:44:11,,,,,,,,,
1854,1854,ming(835),ming(835),,,,,,,2023-03-23 10:44:25,2023-03-23 10:44:25,,,,,,,,,
1855,1855,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-23 08:25:38,2023-03-23 08:25:52,2023-03-23 08:25:52,2023-03-24 06:42:49,,,,,,,
1856,1856,,,,,,,,,,,,,,,,,,,
1857,1857,ming(835),ming(835),,,,,,,2023-03-23 10:44:46,2023-03-23 10:44:46,,,,,,,,,
1858,1858,ming(835),ming(835),,,,,,,2023-03-23 12:06:04,2023-03-23 12:06:04,,,,,,,,,
1859,1859,Anj(37711),,,,Anj(37711),,,,2023-03-23 08:50:00,,,,,,,2023-03-27 13:23:29,2023-03-27 13:17:31,,refund
1860,1860,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-03-23 08:51:07,2023-03-24 06:42:03,2023-03-24 06:42:25,2023-03-24 06:42:49,,,,,,,
1861,1861,ming(835),ming(835),,,,,,,2023-03-23 12:01:42,2023-03-23 12:01:42,,,,,,,,,
1862,1862,,,,,,,,,,,,,,,,,,,
1863,1863,,,,,,,,,,,,,,,,,,,
1864,1864,Anj(37711),,,,,,,,2023-03-23 08:42:41,,,,,,,,,,
1865,1865,Anj(37711),ming(835),ming(835),,,,,,2023-03-23 08:25:38,2023-05-22 06:14:30,2023-05-22 06:19:11,2023-05-22 06:25:27,2023-04-03 18:12:00,,,,,,
1866,1866,ming(835),ming(835),,,,,,,2023-03-23 12:05:23,2023-03-23 12:05:23,,,,,,,,,
1867,1867,,,,,,,,,,,,,,,,,,,
1868,1868,ming(835),ming(835),ming(835),,,,,,2023-03-23 11:59:15,2023-04-05 10:56:03,2023-04-05 10:57:01,2023-04-05 10:57:39,,,,,,,
1869,1869,masonchoi(66367),masonchoi(66367),,,,,,,2023-03-23 12:05:40,2023-03-23 12:05:40,,,,,,,,,
1870,1870,Anj(37711),,,,,,,,2023-03-23 08:36:17,,,,,,,,,,
1871,1871,Anj(37711),Bern(25814),Bern(25814),,,,,,2023-03-23 08:36:17,2024-02-21 04:46:31,2024-02-21 04:46:31,,,,,,,,
1872,1872,masonchoi(66367),masonchoi(66367),,,,,,,2023-03-23 12:05:40,2023-03-23 12:05:40,,,,,,,,,
1873,1873,,,,,,,,,,,,,,,,,,,
1881,1881,Anj(37711),,,,,,,,2023-03-23 08:42:41,,,,,,,,,,
1882,1882,,,,,,,,,,,,,,,,,,,
1883,1883,masonchoi(66367),masonchoi(66367),,,,,,,2023-03-23 12:05:40,2023-03-23 12:05:40,,,,,,,,,
1884,1884,,,,,,,,,,,,,,,,,,,
1885,1885,,,,,,,,,,,,,,,,,,,
1886,1886,,,,,,,,,,,,,,,,,,,
1887,1887,ming(835),ming(835),,,,,,,2023-04-19 02:34:18,2023-04-19 02:34:18,,,,,,,,,
1888,1888,,,,,,,,,,,,,,,,,,,
1889,1889,,,,,,,,,,,,,,,,,,,
1890,1890,,,,,,,,,,,,,,,,,,,
1891,1891,,,,,,,,,,,,,,,,,,,
1892,1892,,,,,,,,,,,,,,,,,,,
1893,1893,,,,,,,,,,,,,,,,,,,
1894,1894,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-04 05:26:29,2023-04-04 05:29:09,2023-04-04 05:30:00,2023-04-04 05:35:03,,,,,,,
1895,1895,Anj(37711),Anj(37711),,,,,,,2023-04-04 05:45:36,2023-04-04 05:53:40,,,,,2023-04-04 05:44:06,,,,
1896,1896,,,,,,,,,,,,,,,,,,,
1897,1897,,,,,ming(835),,,,,,,,,,,2023-04-06 05:52:11,2023-04-06 05:49:21,,refund
1898,1898,,,,,,,,,,,,,,,,,,,
1899,1899,,,,,ming(835),,,,,,,,,,2023-04-06 05:48:43,,2023-04-06 05:49:42,,refund
1900,1900,,,,,,,,,,,,,,,,,,,
1901,1901,,,,,,,,,,,,,,,,,,,
1902,1902,ming(835),ming(835),ming(835),,,,,,2023-04-06 06:19:28,2023-04-06 06:20:06,2023-04-06 06:20:34,2023-04-06 06:21:33,2023-03-31 22:01:00,,,2023-04-06 06:24:44,,,
1903,1903,,,,,,,,,,,,,,,,,,,
1904,1904,,,,,,,,,,,,,,,,,,,
1905,1905,,,,,,,,,,,,,,,,,,,
1906,1906,,,,,,,,,,,,,,,,,,,
1914,1914,,,,,,,,,,,,,,,,,,,
1915,1915,,,,,,,,,,,,,,,,,,,
1916,1916,ming(835),ming(835),ming(835),,,,,,2023-04-10 05:44:20,2023-04-10 05:44:51,2023-04-10 05:45:37,2023-04-10 05:46:29,,,,,,,
1917,1917,ming(835),ming(835),ming(835),,,,,,2023-04-10 05:59:46,2023-04-10 06:00:38,2023-04-10 06:00:59,2023-04-10 06:01:14,,,,,,,
1918,1918,,,,,,,,,,,,,,,,,,,
1919,1919,,,,,,,,,,,,,,,,,,,
1920,1920,,,,,,,,,,,,,,,,,,,
1921,1921,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-12-01 00:42:23,2023-12-01 00:42:23,,,,,,,,,
1922,1922,,,,,,,,,,,,,,,,,,,
1923,1923,,,,,,,,,,,,,,,,,,,
1924,1924,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-10 07:45:36,2023-04-10 07:55:14,2023-04-10 07:56:34,2023-04-10 08:00:32,,,,,,,
1925,1925,,,,,,,,,,,,,,,,,,,
1926,1926,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-10 08:48:31,2023-04-10 08:38:03,2023-04-10 08:38:32,2023-05-09 06:06:57,,,,,,,
1927,1927,,,,,ming(835),,,,,,,,,,2023-04-11 08:49:05,,2023-04-11 08:50:14,,refund
1928,1928,ming(835),ming(835),,,,,,,2023-04-11 08:19:53,2023-04-11 08:19:53,,,,,,,,,
1929,1929,,,,,,,,,,,,,,,,,,,
1930,1930,ming(835),ming(835),ming(835),,,,,,2023-04-11 08:23:43,2023-04-11 08:24:22,2023-04-11 08:28:32,2023-04-11 08:29:25,,,,,,,
1931,1931,,,,,,,,,,,,,,,,,,,
1932,1932,,,,,ming(835),,,,,,,,,,2023-04-11 08:49:05,,2023-04-11 08:49:56,,refund
1933,1933,,,,,,,,,,,,,,,,,,,
1934,1934,,,,,,,,,,,,,,,,,,,
1935,1935,Anj(37711),Anj(37711),,,,,,,2023-04-11 04:51:39,2023-04-11 04:51:39,,,,,,,,,
1936,1936,Anj(37711),Anj(37711),,,,,,,2023-04-11 04:51:39,2023-04-11 04:51:39,,,,,,,,,
1937,1937,,,,,,,,,,,,,,,,,,,
1938,1938,,,,,,,,,,,,,,,,,,,
1939,1939,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-11 04:55:38,2023-04-11 04:56:55,2023-04-11 04:57:39,2023-05-09 06:06:57,,,,,,,
1940,1940,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-12-01 00:43:00,2023-12-01 00:43:00,,,,,,,,,
1941,1941,,,,,,,,,,,,,,,,,,,
1942,1942,,,,,,,,,,,,,,,,,,,
1943,1943,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-12-01 00:53:27,2023-12-01 00:53:27,,,,,,,,,
1944,1944,,,,,,,,,,,,,,,,,,,
1945,1945,,,,,,,,,,,,,,,,,,,
1946,1946,,,,,,,,,,,,,,,,,,,
1947,1947,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-12-01 00:53:27,2023-12-01 00:53:27,,,,,,,,,
1948,1948,,,,,,,,,,,,,,,,,,,
1949,1949,,,,,,,,,,,,,,,,,,,
1950,1950,,,,,,,,,,,,,,,,,,,
1951,1951,,,,,,,,,,,,,,,,,,,
1952,1952,,,,,,,,,,,,,,,,,,,
1953,1953,,,,,,,,,,,,,,,,,,,
1954,1954,,,,,,,,,,,,,,,,,,,
1955,1955,,,,,,,,,,,,,,,,,,,
1956,1956,,,,,,,,,,,,,,,,,,,
1957,1957,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-12-26 02:14:50,2023-12-26 02:14:50,,,,,,,,,
1958,1958,,,,,,,,,,,,,,,,,,,
1959,1959,,,,,,,,,,,,,,,,,,,
1960,1960,,,,,,,,,,,,,,,,,,,
1961,1961,,,,,,,,,,,,,,,,,,,
1962,1962,,,,,,,,,,,,,,,,,,,
1963,1963,,,,,,,,,,,,,,,,,,,
1964,1964,,,,,,,,,,,,,,,,,,,
1965,1965,,,,,,,,,,,,,,,,,,,
1966,1966,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 04:15:34,2023-12-27 05:46:27,,,,,,,,,
1967,1967,,,,,,,,,,,,,,,,,,,
1968,1968,,,,,,,,,,,,,,,,,,,
1969,1969,,,,,,,,,,,,,,,,,,,
1970,1970,,,,,,,,,,,,,,,,,,,
1971,1971,,,,,,,,,,,,,,,,,,,
1972,1972,,,,,,,,,,,,,,,,,,,
1973,1973,,,,,,,,,,,,,,,,,,,
1974,1974,,,,,,,,,,,,,,,,,,,
1975,1975,,,,,,,,,,,,,,,,,,,
1976,1976,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-11 07:01:27,2023-04-11 07:02:56,2023-04-11 07:03:13,2023-05-09 06:06:57,,,,,,,
1977,1977,,,,,,,,,,,,,,,,,,,
1978,1978,,,,,,,,,,,,,,,,,,,
1979,1979,,,,,,,,,,,,,,,,,,,
1980,1980,,,,,,,,,,,,,,,,,,,
1981,1981,,,,,,,,,,,,,,,,,,,
1982,1982,,,,,,,,,,,,,,,,,,,
1983,1983,,,,,,,,,,,,,,,,,,,
1984,1984,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 13:28:16,2023-12-27 05:46:27,,,,,,,,,
1985,1985,,,,,,,,,,,,,,,,,,,
1986,1986,,,,,,,,,,,,,,,,,,,
1987,1987,,,,,,,,,,,,,,,,,,,
1988,1988,,,,,,,,,,,,,,,,,,,
1989,1989,,,,,,,,,,,,,,,,,,,
1990,1990,,,,,,,,,,,,,,,,,,,
1991,1991,,,,,,,,,,,,,,,,,,,
1992,1992,,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 13:28:34,2023-12-27 05:46:27,,,,,,,,,
1993,1993,,,,,,,,,,,,,,,,,,,
1994,1994,,,,,,,,,,,,,,,,,,,
1995,1995,,,,,,,,,,,,,,,,,,,
1996,1996,,,,,,,,,,,,,,,,,,,
1997,1997,,,,,,,,,,,,,,,,,,,
1998,1998,,,,,,,,,,,,,,,,,,,
1999,1999,,,,,,,,,,,,,,,,,,,
2000,2000,,,,,,,,,,,,,,,,,,,
2001,2001,,,,,,,,,,,,,,,,,,,
2002,2002,,,,,,,,,,,,,,,,,,,
2003,2003,,,,,,,,,,,,,,,,,,,
2004,2004,,,,,,,,,,,,,,,,,,,
2005,2005,,,,,,,,,,,,,,,,,,,
2006,2006,,,,,,,,,,,,,,,,,,,
2007,2007,,,,,,,,,,,,,,,,,,,
2008,2008,,,,,,,,,,,,,,,,,,,
2009,2009,,,,,,,,,,,,,,,,,,,
2010,2010,,,,,,,,,,,,,,,,,,,
2011,2011,,,,,,,,,,,,,,,,,,,
2012,2012,,,,,,,,,,,,,,,,,,,
2013,2013,,,,,,,,,,,,,,,,,,,
2014,2014,,,,,,,,,,,,,,,,,,,
2015,2015,,,,,,,,,,,,,,,,,,,
2016,2016,,,,,,,,,,,,,,,,,,,
2017,2017,,,,,,,,,,,,,,,,,,,
2018,2018,Sun Kim(76203),Bern(25814),Bern(25814),,,,,,2023-12-26 01:24:24,2024-02-21 04:49:06,2024-02-21 04:49:06,,,,,,,,
2019,2019,ming(835),ming(835),,,,,,,2023-12-28 01:16:01,2023-12-28 01:16:01,,,,,,,,,
2020,2020,,,,,,,,,,,,,,,,,,,
2021,2021,,,,,,,,,,,,,,,,,,,
2022,2022,ming(835),ming(835),ming(835),,,,,,2023-04-11 10:09:26,2023-04-11 10:09:56,2023-04-11 10:10:15,2023-04-11 10:10:42,,,,,,,
2023,2023,,,,,,,,,,,,,,,,,,,
2024,2024,,,,,,,,,,,,,,,,,,,
2025,2025,,,,,,,,,,,,,,,,,,,
2026,2026,,,,,,,,,,,,,,,,,,,
2027,2027,,,,,,,,,,,,,,,,,,,
2028,2028,,,,,,,,,,,,,,,,,,,
2029,2029,,,,,,,,,,,,,,,,,,,
2030,2030,,,,,,,,,,,,,,,,,,,
2031,2031,,,,,,,,,,,,,,,,,,,
2032,2032,,,,,,,,,,,,,,,,,,,
2033,2033,,,,,,,,,,,,,,,,,,,
2034,2034,,,,,,,,,,,,,,,,,,,
2035,2035,,,,,,,,,,,,,,,,,,,
2036,2036,,,,,,,,,,,,,,,,,,,
2057,2057,,,,,,,,,,,,,,,,,,,
2058,2058,,,,,,,,,,,,,,,,,,,
2059,2059,,,,,,,,,,,,,,,,,,,
2060,2060,ming(835),ming(835),ming(835),,,,,,2023-04-11 09:56:58,2023-04-11 09:57:18,2023-04-11 09:57:41,2023-04-11 09:58:11,,,,,,,
2061,2061,,,,,,,,,,,,,,,,,,,
2062,2062,,,,,Anj(37711),,,,,,,,,,2023-04-11 09:58:58,,2023-04-11 09:59:09,,refund
2063,2063,Anj(37711),,,,Anj(37711),,,,2023-04-11 10:00:15,,,,,,2023-04-11 09:58:58,,2023-04-11 09:59:17,,refund
2064,2064,,,,,,,,,,,,,,,,,,,
2065,2065,,,,,,,,,,,,,,,,,,,
2066,2066,,,,,,,,,,,,,,,,,,,
2067,2067,,,,,,,,,,,,,,,,,,,
2068,2068,,,,,,,,,,,,,,,,,,,
2069,2069,,,,,,,,,,,,,,,,,,,
2070,2070,,,,,,,,,,,,,,,,,,,
2071,2071,,,,,,,,,,,,,,,,,,,
2072,2072,,,,,,,,,,,,,,,,,,,
2073,2073,,,,,,,,,,,,,,,,,,,
2074,2074,,,,,,,,,,,,,,,,,,,
2075,2075,,,,,,,,,,,,,,,,,,,
2076,2076,,,,,,,,,,,,,,,,,,,
2077,2077,,,,,,,,,,,,,,,,,,,
2078,2078,,,,,,,,,,,,,,,,,,,
2079,2079,,,,,,,,,,,,,,,,,,,
2080,2080,,,,,,,,,,,,,,,,,,,
2081,2081,,,,,,,,,,,,,,,,,,,
2082,2082,,,,,,,,,,,,,,,,,,,
2083,2083,,,,,,,,,,,,,,,,,,,
2084,2084,,,,,,,,,,,,,,,,,,,
2085,2085,,,,,,,,,,,,,,,,,,,
2086,2086,,,,,,,,,,,,,,,,,,,
2087,2087,,,,,,,,,,,,,,,,,,,
2088,2088,,,,,,,,,,,,,,,,,,,
2089,2089,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-12 02:23:57,2023-04-12 02:24:39,2023-04-12 02:25:08,2023-05-09 06:06:57,,,,,,,
2090,2090,,,,,,,,,,,,,,,,,,,
2091,2091,,,,,,,,,,,,,,,,,,,
2092,2092,,,,,,,,,,,,,,,,,,,
2093,2093,Sun Kim(76203),,,,,,,,2023-11-20 04:29:46,,,,,,,,,,
2094,2094,,,,,,,,,,,,,,,,,,,
2095,2095,,,,,,,,,,,,,,,,,,,
2096,2096,,,,,,,,,,,,,,,,,,,
2097,2097,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:07,2023-04-17 06:52:21,2023-04-17 06:53:31,2023-04-17 06:55:49,2023-03-13 20:01:00,,,2023-04-17 07:08:21,,,
2098,2098,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:36,2023-04-17 06:52:44,2023-04-17 06:54:24,2023-04-17 06:55:26,2023-03-14 05:14:00,,,2023-04-17 07:08:21,,,
2099,2099,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:22,2023-04-17 06:52:32,2023-04-17 06:53:56,2023-04-17 06:55:38,2023-03-13 19:48:00,,,2023-04-17 07:08:21,,,
2100,2100,,,,,,,,,,,,,,,,,,,
2101,2101,,,,,,,,,,,,,,,,,,,
2102,2102,,,,,,,,,,,,,,,,,,,
2103,2103,,,,,,,,,,,,,,,,,,,
2104,2104,,,,,,,,,,,,,,,,,,,
2105,2105,,,,,,,,,,,,,,,,,,,
2106,2106,,,,,,,,,,,,,,,,,,,
2110,2110,,,,,,,,,,,,,,,,,,,
2111,2111,,,,,,,,,,,,,,,,,,,
2112,2112,,,,,,,,,,,,,,,,,,,
2113,2113,,,,,,,,,,,,,,,,,,,
2114,2114,,,,,,,,,,,,,,,,,,,
2115,2115,,,,,,,,,,,,,,,,,,,
2116,2116,,,,,,,,,,,,,,,,,,,
2117,2117,,,,,,,,,,,,,,,,,,,
2118,2118,,,,,,,,,,,,,,,,,,,
2119,2119,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:15:06,2023-05-22 06:18:19,2023-05-22 06:29:52,2023-04-03 07:49:00,,,,,,
2120,2120,,,,,,,,,,,,,,,,,,,
2121,2121,,,,,,,,,,,,,,,,,,,
2122,2122,,,,,,,,,,,,,,,,,,,
2123,2123,,,,,,,,,,,,,,,,,,,
2124,2124,,,,,,,,,,,,,,,,,,,
2125,2125,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:11:40,2023-05-22 06:14:21,2023-05-22 06:16:52,2023-05-22 06:25:27,,,,,,,
2126,2126,,,,,,,,,,,,,,,,,,,
2127,2127,,,,,,,,,,,,,,,,,,,
2128,2128,,,,,,,,,,,,,,,,,,,
2129,2129,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:14:58,2023-05-22 06:18:02,2023-05-22 06:29:52,2023-04-03 15:36:00,,,,,,
2130,2130,,,,,,,,,,,,,,,,,,,
2131,2131,,,,,,,,,,,,,,,,,,,
2132,2132,,,,,,,,,,,,,,,,,,,
