id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
453,453,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,," cancelled_username"
454,454,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,," cancelled_username"
455,455,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,," cancelled_username"
456,456,Anj(37711),,,chris,,,,chris,2022-12-13 12:34:02,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
457,457,ming(835),,,chris,,,,chris,2022-12-15 06:33:11,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
458,458,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,," cancelled_username"
459,459,ming(835),,,,,,,system(0),2022-12-15 06:33:11,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,," cancelled_username"
460,460,ming(835),,,chris,,,,chris,2022-12-15 06:33:11,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
461,461,Anj(37711),,,chris,,,,chris,2022-12-13 12:34:02,2022-12-13 12:34:24,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
462,462,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2022-12-28 07:39:02,,,,,,," cancelled_username"
463,463,Anj(37711),,,,,,,system(0),2022-12-13 12:34:02,2022-12-13 12:34:24,2022-12-13 12:34:24,2023-01-03 07:41:20,,,,,,," cancelled_username"
464,464,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
465,465,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
466,466,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
467,467,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
468,468,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
469,469,danny_(73306),Bern(25814),Bern(25814),,,,,system(0),2022-12-15 06:51:43,2022-12-14 07:46:44,2022-12-14 07:46:55,2023-01-03 07:41:20,,,,,,," cancelled_username"
470,470,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
471,471,danny_(73306),chloe93(12810),chloe93(12810),chris,,,,chris,2022-12-15 06:51:43,2022-12-14 02:52:05,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
472,472,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
473,473,danny_(73306),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-15 06:50:32,2022-12-15 02:26:43,2022-12-15 02:26:54,2023-01-03 07:41:20,,,,,,," cancelled_username"
474,474,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
475,475,danny_(73306),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-15 06:50:30,2022-12-14 02:09:30,2022-12-14 02:13:58,2023-01-03 07:41:20,,,,,,," cancelled_username"
476,476,danny_(73306),,,chris,,,,chris,2022-12-15 08:08:10,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
477,477,danny_(73306),,,chris,chloe93(12810),,,chris,2022-12-15 08:13:03,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
478,478,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
479,479,danny_(73306),,,chris,,,,chris,2022-12-15 06:50:17,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
480,480,danny_(73306),chloe93(12810),,,,,,system(0),2022-12-15 07:42:33,2022-12-14 07:31:43,2022-12-14 07:47:30,2023-01-27 02:30:29,,,,,,," cancelled_username"
481,481,danny_(73306),,,chris,,,,chris,2022-12-15 06:57:48,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
482,482,,,,,,,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2022-12-28 07:39:02,2022-12-29 14:09:00,,,,,2023-01-06 05:20:01," cancelled_username"
483,483,danny_(73306),chloe93(12810),,,,,,system(0),2022-12-15 07:42:19,2022-12-14 07:36:06,2022-12-14 07:47:31,2023-01-27 02:30:29,,,,,,," cancelled_username"
484,484,danny_(73306),,,chris,,,,chris,2022-12-15 07:31:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
485,485,danny_(73306),,,chris,,,,chris,2022-12-15 07:48:28,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
486,486,,,,,,,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,,," cancelled_username"
487,487,danny_(73306),,,,,,,system(0),2022-12-15 07:41:04,2022-12-16 02:58:11,2022-12-16 02:58:19,2023-01-03 07:41:20,,,,,,," cancelled_username"
488,488,danny_(73306),,,chris,,,,chris,2022-12-15 07:40:09,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
489,489,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
490,490,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
491,491,danny_(73306),danny_(73306),danny_(73306),,,,,danny_(73306),2022-12-15 07:59:43,2022-12-15 08:02:36,2022-12-15 08:03:49,2022-12-28 07:39:02,,,,,,2022-12-29 07:14:52," cancelled_username"
492,492,danny_(73306),danny_(73306),danny_(73306),,,,,danny_(73306),2022-12-15 07:59:27,2022-12-15 08:01:55,2022-12-15 08:03:06,2023-01-03 07:41:20,,,,,,," cancelled_username"
493,493,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-02-21 02:51:41,,others
494,494,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
495,495,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
496,496,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
497,497,chloe93(12810),,,chris,,,,chris,2022-12-16 02:45:55,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
498,498,,,,,Anj(37711),,,,,,,,,,,,2023-01-10 06:28:35,,sold_out
499,499,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:53:47,,refund
500,500,,,,,Anj(37711),,,,,,,,,,,,2023-01-10 06:28:42,,
501,501,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:10,,others
510,510,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:06,,sold_out
511,511,,,,,chloe93(12810),,,,,,,,,,,,2023-02-07 04:54:01,,sold_out
512,512,,,,,,,,,,,,,,,,,,," cancelled_username"
513,513,,,,,,,,,,,,,,,,,,," cancelled_username"
514,514,,,,,,,,,,,,,,,,,,," cancelled_username"
515,515,,,,,,,,,,,,,,,,,,," cancelled_username"
516,516,,,,,,,,,,,,,,,,,,," cancelled_username"
517,517,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-16 05:48:26,2022-12-16 05:47:16,2022-12-16 05:47:33,,,,,,,," cancelled_username"
518,518,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-16 05:41:26,2022-12-16 05:43:25,2022-12-16 05:43:37,,,,,,,," cancelled_username"
519,519,,,,,,,,,,,,,,,,,,," cancelled_username"
520,520,Anj(37711),ming(835),Bern(25814),,,,,,2023-01-06 01:49:46,2023-01-05 15:59:51,2023-01-10 02:58:27,2023-01-12 01:33:21,,,,,,," cancelled_username"
521,521,ming(835),ming(835),chloe93(12810),,,,,,2023-01-11 05:53:49,2023-01-17 04:37:37,2023-01-27 08:27:45,2023-01-30 09:34:32,,,,,,," cancelled_username"
522,522,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-19 00:31:08,2023-02-16 08:59:27,2023-02-16 08:59:27,2023-02-27 07:02:10,,,,,,," cancelled_username"
523,523,Anj(37711),ming(835),ming(835),,,,,,2023-01-06 01:49:29,2023-01-05 15:58:36,2023-01-06 05:03:58,2023-01-09 12:24:31,,,,,,," cancelled_username"
524,524,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-19 00:31:08,2023-02-21 06:44:48,2023-02-21 06:44:48,2023-02-27 07:02:10,,,,,,," cancelled_username"
525,525,,,,,,,,,,,,,,,,,,," cancelled_username"
526,526,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-19 00:31:08,2023-02-21 06:45:10,2023-02-21 06:45:10,2023-02-27 07:02:10,,,,,,," cancelled_username"
527,527,ming(835),chloe93(12810),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-17 06:18:34,2023-01-27 08:27:27,2023-01-30 09:34:32,,,,,,," cancelled_username"
533,533,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 05:56:49,2022-12-16 05:56:28,2022-12-16 05:56:38,2023-01-03 07:41:20,,,,,,," cancelled_username"
534,534,masonchoi(66367),ming(835),,,chloe93(12810),,,,2023-04-18 05:23:38,2023-01-17 05:28:19,,,,,,,,," cancelled_username"
535,535,chloe93(12810),chloe93(12810),,,chloe93(12810),,,,2022-12-16 06:03:06,2022-12-16 06:03:48,,,,,,,2023-02-21 08:29:36,,others
536,536,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 06:29:23,2022-12-16 06:29:31,2022-12-16 06:29:48,2023-01-03 07:41:20,,,,,,," cancelled_username"
537,537,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 06:27:41,2022-12-16 06:28:09,2022-12-16 06:28:29,2022-12-28 07:39:02,,,,,,," cancelled_username"
538,538,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-16 07:22:03,2022-12-16 06:28:04,2022-12-16 06:28:18,2023-01-03 07:41:20,,,,,,," cancelled_username"
539,539,ming(835),kay_(65298),chris,,,,,,2023-01-05 12:12:37,2023-01-02 11:37:37,2023-01-02 11:37:37,2023-01-17 07:41:11,2023-01-14 19:56:00,,,,,," cancelled_username"
540,540,ming(835),chloe93(12810),,,,,,,2023-03-22 09:12:15,2023-01-18 02:00:51,,,,,,,,," cancelled_username"
541,541,Bern(25814),Bern(25814),chloe93(12810),,,,,system(0),2022-12-16 07:03:00,2022-12-16 07:03:25,2022-12-19 02:08:50,2023-01-03 07:41:20,,,,,,," cancelled_username"
542,542,chloe93(12810),chloe93(12810),chloe93(12810),chris,,,,chris,2022-12-16 07:14:40,2022-12-16 07:15:37,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
543,543,danny_(73306),,,,,,,,2022-12-19 00:32:38,,,,,,,,,," cancelled_username"
544,544,masonchoi(66367),,,,,,,,2022-12-20 01:16:39,,,,,,,,,," cancelled_username"
545,545,Anj(37711),,,,,,,,2022-12-16 07:58:45,,,,,,,,,," cancelled_username"
546,546,Anj(37711),,,,,,,,2022-12-16 07:59:15,,,,,,,,,," cancelled_username"
547,547,danny_(73306),,,,,,,,2022-12-19 00:31:08,,,,,,,,,," cancelled_username"
548,548,,,,,,,,,,,,,,,,,,,
549,549,ming(835),chloe93(12810),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-17 07:21:29,2023-01-27 08:27:06,2023-01-30 09:34:32,,,,,,," cancelled_username"
550,550,ming(835),ming(835),,,,,,,2023-01-05 12:12:37,2023-01-25 08:06:40,,,,,,,,," cancelled_username"
551,551,masonchoi(66367),chloe93(12810),,,,,,,2023-04-18 05:23:53,2023-01-17 07:21:53,,,,,,,,," cancelled_username"
552,552,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-19 02:58:32,2022-12-19 05:30:32,2022-12-26 13:59:10,2023-01-03 07:41:20,,,,,,," cancelled_username"
553,553,danny_(73306),danny_(73306),chloe93(12810),,,,,danny_(73306),2022-12-19 00:35:13,2022-12-19 00:36:07,2022-12-19 06:24:55,2023-01-03 07:41:20,,,,,,," cancelled_username"
554,554,,,,,,,,,,,,,,,,,,," cancelled_username"
555,555,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 02:13:25,2022-12-19 02:13:58,2022-12-19 02:14:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
556,556,chloe93(12810),chloe93(12810),mason,,,,,system(0),2022-12-19 05:08:09,2022-12-19 05:08:25,2022-12-19 05:30:55,2023-01-27 02:30:29,,,,,,," cancelled_username"
557,557,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 05:20:59,2022-12-19 05:21:52,2022-12-19 05:22:36,2023-01-03 07:41:20,,,,,,," cancelled_username"
558,558,chloe93(12810),chloe93(12810),ming(835),,,,,,2023-01-27 06:00:50,2023-01-27 06:01:27,2023-02-07 01:54:48,2023-02-09 04:46:01,,,,,,," cancelled_username"
559,559,chloe93(12810),chloe93(12810),chloe93(12810),,,,,system(0),2022-12-19 05:20:59,2022-12-19 05:25:54,2022-12-19 05:29:05,2023-01-03 07:41:20,,,,,,," cancelled_username"
560,560,danny_(73306),Bern(25814),Bern(25814),,,,,,2022-12-20 08:14:39,2023-02-22 08:10:53,2023-02-22 08:10:53,2023-02-27 07:02:10,2022-12-30 09:42:00,,,,,," cancelled_username"
561,561,chloe93(12810),chloe93(12810),,,chloe93(12810),,,chloe93(12810),2022-12-19 05:55:50,2022-12-19 05:55:59,2022-12-19 06:03:27,,,,,,2023-01-27 02:30:05,,refund
562,562,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-20 08:14:39,2023-02-21 08:21:04,2023-02-21 08:21:04,2023-02-27 07:02:10,,,,,,," cancelled_username"
563,563,chloe93(12810),chloe93(12810),chloe93(12810),,,,,chloe93(12810),2022-12-19 06:22:15,2022-12-19 06:23:54,2022-12-19 06:24:09,2023-01-03 07:41:20,,,,,,," cancelled_username"
564,564,chloe93(12810),chloe93(12810),,,,,,chloe93(12810),2022-12-19 06:34:37,2022-12-19 06:34:46,2022-12-19 06:37:07,2022-12-28 12:32:29,2022-12-23 00:24:45,,,,,," cancelled_username"
565,565,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2022-12-19 06:40:02,2022-12-19 06:40:08,2022-12-19 06:40:21,2022-12-28 07:39:02,,,,,,," cancelled_username"
566,566,ming(835),ming(835),ming(835),,,,,,2023-02-07 05:30:29,2023-02-07 05:31:04,2023-02-07 05:31:19,2023-02-09 04:46:01,,,,,,," cancelled_username"
567,567,chloe93(12810),chloe93(12810),kay_(65298),,,,,,2023-02-08 02:41:49,2023-02-08 02:47:18,2023-02-08 06:55:13,2023-02-09 04:46:01,2023-02-08 14:42:27,,,,,," cancelled_username"
568,568,danny_(73306),kay_(65298),kay_(65298),,,,,,2022-12-20 08:14:39,2023-02-21 08:21:04,2023-02-21 08:21:04,2023-02-27 07:02:10,,,,,,," cancelled_username"
569,569,ming(835),ming(835),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-25 08:07:49,2023-01-27 08:26:26,2023-01-30 09:34:32,,,,,,," cancelled_username"
570,570,chloe93(12810),chloe93(12810),kay_(65298),,,,,,2023-01-30 10:02:10,2023-01-30 10:02:32,2023-02-21 08:22:07,2023-04-17 06:55:49,,,,,,," cancelled_username"
571,571,masonchoi(66367),Bern(25814),Bern(25814),Bern(25814),,,,,2023-04-18 05:14:18,2024-03-27 06:27:18,2024-03-27 06:27:18,2024-03-27 06:27:18,,,,,,," cancelled_username"
572,572,ming(835),danny_(73306),ming(835),,,,,,2023-01-06 04:52:59,2022-12-21 01:41:01,2023-01-06 07:04:35,2023-01-09 12:24:31,,,,,,," cancelled_username"
573,573,,,,,,,,,,,,,,,,,,," cancelled_username"
574,574,danny_(73306),danny_(73306),danny_(73306),,,,,system(0),2022-12-21 02:29:25,2022-12-21 02:29:42,2022-12-21 02:29:56,2023-01-03 07:41:20,,2023-03-08 10:06:33,,,,," cancelled_username"
575,575,Anj(37711),Anj(37711),Anj(37711),,,,,system(0),2022-12-21 02:57:45,2022-12-21 02:58:47,2022-12-21 04:22:21,2023-01-03 07:41:20,,,,,,," cancelled_username"
576,576,ming(835),ming(835),ming(835),,,,,system(0),2022-12-21 06:51:40,2022-12-21 07:04:08,2022-12-21 07:06:32,2023-01-03 07:41:20,,2023-03-08 09:56:47,,,,," cancelled_username"
577,577,Anj(37711),Anj(37711),Anj(37711),,,,,system(0),2022-12-21 07:01:41,2022-12-21 07:05:42,2022-12-21 07:14:37,2023-01-03 07:41:20,,,,,,," cancelled_username"
578,578,ming(835),ming(835),ming(835),,,,,ming(835),2022-12-21 07:33:02,2022-12-21 07:33:44,2022-12-21 07:35:08,2023-01-03 07:41:20,,,,,,," cancelled_username"
579,579,Anj(37711),Anj(37711),Anj(37711),,,,,system(0),2022-12-21 07:33:25,2022-12-21 07:35:58,2022-12-21 07:43:59,2023-01-03 07:41:20,,,,,,," cancelled_username"
580,580,ming(835),ming(835),ming(835),,,,,system(0),2022-12-21 07:47:32,2022-12-21 07:47:53,2022-12-21 07:48:20,2023-01-03 07:41:20,,,,,,," cancelled_username"
581,581,Anj(37711),Anj(37711),Anj(37711),,,,,system(0),2022-12-21 08:08:44,2022-12-21 08:09:22,2022-12-21 08:10:31,2023-01-03 07:41:20,,,,,,," cancelled_username"
582,582,ming(835),ming(835),ming(835),,,,,ming(835),2022-12-21 09:06:59,2022-12-21 09:09:57,2022-12-21 09:13:06,2023-01-03 07:41:20,,2023-01-17 02:16:44,,,,," cancelled_username"
583,583,Anj(37711),Anj(37711),Anj(37711),,,,,Anj(37711),2022-12-21 09:17:24,2022-12-21 09:17:51,2022-12-21 09:21:57,2023-01-03 07:41:20,,,,,,," cancelled_username"
584,584,Anj(37711),danny_(73306),danny_(73306),,,,,,2022-12-23 02:52:10,2022-12-23 07:26:16,2022-12-23 07:26:28,2023-01-03 07:41:20,,,,,,," cancelled_username"
585,585,danny_(73306),danny_(73306),danny_(73306),,,,,,2022-12-23 07:03:45,2022-12-23 07:04:02,2022-12-23 07:04:56,2023-01-03 07:41:20,,,,,,," cancelled_username"
586,586,danny_(73306),danny_(73306),danny_(73306),,,,,danny_(73306),2022-12-23 07:03:45,2022-12-23 07:04:09,2022-12-23 07:05:11,2022-12-28 07:39:02,,,,,,2022-12-29 06:25:45," cancelled_username"
587,587,ming(835),danny_(73306),,,chloe93(12810),,,,2023-02-08 07:43:26,2022-12-23 07:04:18,,,,,,,2023-02-21 09:00:35,,others
588,588,danny_(73306),,,,,,,danny_(73306),2022-12-23 07:08:58,2022-12-23 07:20:55,2022-12-23 07:20:56,2022-12-23 07:20:56,,,,,,2022-12-29 06:24:59," cancelled_username"
589,589,,,,,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
590,590,Anj(37711),Anj(37711),Anj(37711),,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
593,593,,,,,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
594,594,,,,,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
595,595,,,,,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
596,596,chloe93(12810),,,,,,,system(0),2023-01-26 10:09:10,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
597,597,,,,,,,,system(0),2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,2022-12-23 07:46:13,,,,,,,
602,602,kay_(65298),kay_(65298),chloe93(12810),,,,,,2023-02-21 08:23:25,2023-02-21 08:26:50,2023-02-21 08:29:43,2023-02-27 07:02:10,,,,,,,
603,603,ming(835),chloe93(12810),,,,,,,2023-01-05 12:12:37,2023-01-18 02:00:03,,,,,,,,,
604,604,masonchoi(66367),kay_(65298),,,,,,,2023-04-18 05:24:02,2023-02-23 00:48:54,,,,,,,,,
605,605,kay_(65298),kay_(65298),chloe93(12810),,,,,,2023-02-21 08:23:28,2023-02-21 08:26:31,2023-02-21 08:29:43,2023-02-27 07:02:10,,,,,,,
606,606,ming(835),ming(835),chloe93(12810),,,,,,2023-01-05 12:12:37,2023-01-17 04:57:40,2023-01-30 05:09:31,2023-01-30 09:34:32,,,,,,,
607,607,,,,,,,,,2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,,2023-03-08 09:51:36,,,,,
608,608,,,,,,,,,2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,,,,,,,
609,609,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-30 10:01:53,2023-01-30 10:03:05,2023-01-30 10:08:23,2023-01-30 10:10:34,,,,,,,
610,610,,,,,,,,kay_(65298),2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,2022-12-23 11:20:33,2023-01-13 08:08:10,,,,,2023-01-13 08:08:10,
611,611,,,,,,,,,,,,,,,,,,,
612,612,,,,,,,,,,,,,,,,,,,
619,619,,,,,,,,,,,,,,,,,,,
620,620,ming(835),ming(835),ming(835),chris,,,,chris,2023-01-06 04:34:48,2023-01-06 04:35:01,2023-01-06 04:35:01,2023-01-09 21:27:05,,,2022-12-28 08:50:02,,,2023-01-10 11:31:34,
621,621,kay_(65298),kay_(65298),,,,,,,2023-02-07 12:59:07,2023-02-23 01:00:15,,,,,,,,,
622,622,Anj(37711),Anj(37711),Anj(37711),,,,,Jmantest AHN(75824),2022-12-28 09:37:56,2022-12-28 09:38:07,2022-12-28 09:38:43,2022-12-28 09:43:45,,,,,,2022-12-28 09:44:02,
623,623,Anj(37711),Anj(37711),Anj(37711),,,,,Jmantest AHN(75824),2022-12-28 10:44:30,2022-12-28 10:44:43,2022-12-28 10:44:55,2022-12-28 10:45:08,,,,,,2022-12-28 10:48:22,
624,624,Anj(37711),Anj(37711),Anj(37711),,,,,Jmantest AHN(75824),2022-12-28 10:59:56,2022-12-28 11:00:41,2022-12-28 11:00:53,2022-12-28 11:01:13,2022-12-28 11:01:58,,,,,2022-12-28 11:02:14,
625,625,,,,,,,,,,,,,,,,,,,
626,626,,,,,,,,,,,,,,,,,,,
627,627,,,,,,,,,,,,,,,,,,,
628,628,,,,,,,,,,,,,,,,,,,
629,629,ming(835),danny_(73306),danny_(73306),,,,,,2023-01-06 05:07:38,2023-01-06 07:02:18,2023-01-06 07:02:18,2023-01-09 12:24:31,,,,,,,
630,630,ming(835),danny_(73306),danny_(73306),,,,,,2023-01-06 05:22:59,2023-01-06 07:02:18,2023-01-06 07:02:18,2023-01-09 12:24:31,,,,,,,
631,631,chloe93(12810),chloe93(12810),masonchoi(66367),,,,,,2023-02-21 05:31:46,2023-02-21 05:57:14,2023-02-21 08:21:51,2023-02-27 08:38:49,,,,,,,
632,632,ming(835),chloe93(12810),,,,,,,2023-01-05 12:12:37,2023-01-18 02:00:25,,,,,,,,,
633,633,kay_(65298),kay_(65298),kay_(65298),,,,,,2023-02-21 08:23:30,2023-02-21 08:23:45,2023-02-21 08:25:08,2023-02-27 07:02:10,,,,,,,
634,634,ming(835),ming(835),,,,,,,2023-01-05 12:12:37,2023-01-31 02:00:41,,,,,,,,,
635,635,ming(835),chloe93(12810),,,,,,,2023-01-05 12:12:37,2023-01-18 02:00:41,,,,,,,,,
636,636,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-02-22 05:36:21,2023-02-22 05:36:29,2023-02-22 05:36:29,2023-02-27 07:02:10,2022-12-19 12:30:00,,,,,,
637,637,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-30 10:01:59,2023-01-30 10:02:54,2023-01-30 10:08:39,2023-01-30 10:10:34,,,,,,,
638,638,,,,,Anj(37711),,,,,,,,,,,,2023-01-11 07:19:52,,sold_out
639,639,ming(835),,,,Anj(37711),,,,2023-01-05 12:12:37,,,,,,,,2023-01-11 07:20:01,,
640,640,chloe93(12810),,,,,,,,2022-12-29 07:41:12,,,,,,2022-12-29 07:27:55,,,,
641,641,,,,,,,,,,,,,,,,,,,
642,642,,,,,,,,,,,,,,,,,,,
643,643,,,,,,,,,,,,,,,2022-12-29 07:26:09,,,,
644,644,,,,,,,,,,,,,,,,,,,
645,645,Anj(37711),,,,,,,,2023-01-11 06:47:42,,,,,,2022-12-29 07:28:29,,,,
648,648,chloe93(12810),chloe93(12810),chloe93(12810),,,,,,2023-01-06 05:27:36,2023-01-06 07:34:01,2023-01-06 07:34:01,2023-01-06 11:25:43,,,,,,,
649,649,ming(835),,,,Anj(37711),,,,2023-01-05 12:12:37,,,,,,,,2023-01-11 02:49:44,,refund
